OBJECTID,ContractNumber,ContractDescription,ContractStatus,ContractType,ContractSubtype,LastModified,OriginalAmount,RevisedAmount,VendorID,TempID,VendorName,ProjectID
1990,91100806,OUTSIDE AGENCY - ASHEVILLE CHAMBER EDC            ,CLOSED,GS   (GEN SERV),,2011/05/17 00:00:00+00,20000,20000,35,1989,Vendor Construction 1,97
2662,91100830,SUPPORT FOR SOCON BASKETBALL TOURN 2012-14        ,CLOSED,GS   (GEN SERV),,2011/09/20 00:00:00+00,10000,10000,35,2661,Vendor Construction 1,97
2829,91200201,ASHEVILLE CHAMBER OF COMMERCE                     ,CLOSED,GS   (GEN SERV),,2012/05/23 00:00:00+00,40000,40000,35,2828,Vendor Construction 1,97
3801,91300190,ASHEVILLE CHAMBER OF COMMERCE OUTSIDE AG EDC 12-13,CLOSED,GS   (GEN SERV),,2012/12/12 00:00:00+00,60000,60000,35,3800,Vendor Construction 1,97
4071,91500131,MOU WITH CHAMBER ECONOMIC DEV COALITION           ,CLOSED,GENERAL,,2015/06/18 00:00:00+00,60000,60000,35,4070,Vendor Construction 1,97
1231,91600075,MOU BETWEEN CITY AND ASHEVILLE BUNCOMBE EDC FY16  ,CLOSED,GS   (GEN SERV),,2016/06/13 00:00:00+00,100000,75000,35,1230,Vendor Construction 1,97
2981,91700110,CED SUPPORT FOR EDC                               ,CLOSED,GS   (GEN SERV),,2017/06/06 00:00:00+00,60000,60000,35,2980,Vendor Construction 1,97
3599,91700112,CED SUPPORT EDC 5X5 CAMPAIGN                      ,CLOSED,GS   (GEN SERV),,2017/06/06 00:00:00+00,40000,40000,35,3598,Vendor Construction 1,97
1248,91700270,MOU FOR WNC DIVERSITY ENGAGEMENT COALITION        ,CLOSED,GS   (GEN SERV),,2017/08/04 00:00:00+00,10000,10000,35,1247,Vendor Construction 1,97
3480,91800053,ASHEVILLE CHAMBER EDC SUPPORT                     ,CLOSED,GS   (GEN SERV),,2018/06/07 00:00:00+00,60000,60000,35,3479,Vendor Construction 1,97
2370,91800054,ASHEVILLE CHAMBER EDC SUPPORT FOR 5X5 PROGRAM     ,CLOSED,GS   (GEN SERV),,2018/06/07 00:00:00+00,40000,40000,35,2369,Vendor Construction 1,97
1089,91800360,"WNC DIVERSITY ENGAGEMENT COALITION MOU, CY 2018   ",CLOSED,GS   (GEN SERV),,2019/06/28 00:00:00+00,10000,10000,35,1088,Vendor Construction 1,97
1397,91900066,EDC REGULAR PROGRAM SUPPORT FOR 2019              ,CLOSED,GS   (GEN SERV),,2021/06/08 00:00:00+00,60000,55000,35,1396,Vendor Construction 1,97
556,91900067,EDC 5X5 SUPPORT FOR 2019                          ,CLOSED,GS   (GEN SERV),,2021/06/08 00:00:00+00,40000,20000,35,555,Vendor Construction 1,97
2602,92000135,EDC REGULAR PROGRAM SUPPORT FOR FY 19 - 20        ,CLOSED,GS   (GEN SERV),,2020/06/17 00:00:00+00,60000,60000,35,2601,Vendor Construction 1,97
3688,92000136,EDC - 5X5 PROGRAM FY 19-20                        ,CLOSED,GS   (GEN SERV),,2020/06/17 00:00:00+00,40000,40000,35,3687,Vendor Construction 1,97
1680,92100195,20/21 EDC GEN OP SUPPORT                          ,CLOSED,GS   (GEN SERV),SERVICE,2021/06/29 00:00:00+00,60000,60000,35,1679,Vendor Construction 1,97
3118,92100255,20/21 EDC AVL 5X5 CAPITAL SUPPORT                 ,CLOSED,GS   (GEN SERV),SERVICE,2021/06/29 00:00:00+00,40000,40000,35,3117,Vendor Construction 1,97
3500,92200078,GENERAL OPERATING SUPPORT FOR THE EDC             ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,60000,60000,35,3499,Vendor Construction 1,97
73,92200079,AVL 5X5 CAPITAL SUPPORT FOR EDC                   ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,40000,40000,35,72,Vendor Construction 1,97
3879,91100642,CITIZEN-TIMES HR RECRUITING ADS                   ,CLOSED,GS   (GEN SERV),,2019/03/27 00:00:00+00,22390,21975.42,36,3878,Vendor Construction 2,409
3975,91200334,ADVERTISING - CITIZENTIMES                        ,CLOSED,GS   (GEN SERV),,2016/08/04 00:00:00+00,12960,12960,36,3974,Vendor Construction 2,409
2017,91400048,CITY JOB ADS                                      ,CLOSED,GS   (GEN SERV),,2017/08/10 00:00:00+00,12960,45121.86,36,2016,Vendor Construction 2,409
1605,91000393,ELEVATOR MAINTENANCE IN GARAGES                   ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,9900,9900,39,1604,Vendor Construction 2,409
470,91100158,ANNUAL MAINTENANCE ON GARAGE ELEVATORS            ,CLOSED,GS   (GEN SERV),,2012/06/28 00:00:00+00,18000,17988,39,469,Vendor Construction 2,409
3754,91100266,ANNUAL ELEVATOR SERVICE FOR PUBLIC WORKS BUILDING ,CLOSED,GS   (GEN SERV),,2012/06/26 00:00:00+00,3132,19777,39,3753,Vendor Construction 2,409
2592,91200036,ANNUAL ELEVATOR MAINT AND SERVICE                 ,CLOSED,GS   (GEN SERV),,2015/06/23 00:00:00+00,20000,24486.5,39,2591,Vendor Construction 2,409
4158,91300026,MONTHLY ELVATOR SERVICE                           ,CLOSED,GS   (GEN SERV),,2014/05/20 00:00:00+00,12228,10464,39,4157,Vendor Construction 2,409
1410,91300056,ASHEVILLE ELEVATOR COMPANY                        ,CLOSED,GS   (GEN SERV),,2015/06/23 00:00:00+00,20000,18160.5,39,1409,Vendor Construction 2,409
3137,91500034,PM FOR 6 ELEVATORS IN PARKING DECKS/PW/USCELL     ,CLOSED,GS   (GEN SERV),,2018/05/15 00:00:00+00,14400,44400,39,3136,Vendor Construction 2,409
3740,91700155,ASHEVILLE AREA HABITAT HOME REPAIR FY 16-17       ,CLOSED,HUD (GEN SERV-HUD),CDBG,2018/06/08 00:00:00+00,40000,40000,41,3739,Vendor Construction 2,409
104,91700156,ASHEVILLE AREA HABITAT DIRECT HOMEBUYER FY 16-17  ,CLOSED,HUD (GEN SERV-HUD),HOME,2017/06/26 00:00:00+00,50000,50000,41,103,Vendor Construction 3,1016
3882,91700215,ASHEVILLE AREA HABITAT FOR HOMEONWER SVC FY 16-17 ,CLOSED,HUD (GEN SERV-HUD),CDBG,2017/06/29 00:00:00+00,50000,50000,41,3881,Vendor Construction 3,1016
2658,91800220,ASHEVILLE AREA HABITAT HOMEOWNER SERVICES FY 17-18,CLOSED,HUD (GEN SERV-HUD),CDBG,2018/08/07 00:00:00+00,71759,71759,41,2657,Vendor Construction 3,1016
4067,91800231,ASHEVILLE AREA HABITAT HOME REPAIR FY 17-18       ,CLOSED,HUD (GEN SERV-HUD),CDBG,2019/06/13 00:00:00+00,64000,64000,41,4066,Vendor Construction 3,1016
2368,91900324,ASHEVILLE HABITAT FORHUMANITY HOME REPAIR FY 18-19,CLOSED,HUD (GEN SERV-HUD),CDBG,2020/06/15 00:00:00+00,62500,62500,41,2367,Vendor Construction 3,1016
1547,91900433,ASHEVILLE HABITAT - CURRY COURT FY 18-19          ,CLOSED,HUD (GEN SERV-HUD),HOME,2021/06/07 00:00:00+00,120000,120000,41,1546,Vendor Construction 3,1016
1861,92000365,19-20 CDBG FOR AAHH HOME REPAIR                   ,POSTED,HUD (GEN SERV-HUD),CDBG,2022/02/11 00:00:00+00,93572,93572,41,1860,Vendor Construction 3,1016
1438,92200216,FY 21/22 AAHH AFFORDABLE HOME REPAIR FOR LI       ,CREATED,HUD (GEN SERV-HUD),CDBG,2021/11/01 00:00:00+00,128000,128000,41,1437,Vendor Construction 3,1016
2272,91200080,ROOF REPAIRS FOR BLACK MOUNTAIN PUMP HOUSE AT NF  ,CLOSED,GENERAL,,2012/06/29 00:00:00+00,6450,6280,87,2271,Vendor Construction 3,1016
240,91100042,CHANGE VENDOR # FROM 94 TO 3213                   ,CLOSED,GS   (GEN SERV),,2010/08/30 00:00:00+00,2000,1535.72,94,239,Vendor Construction 3,1016
3404,91000283,MONTHLY PICKUP OF PAPER                           ,CLOSED,GENERAL,,2012/06/27 00:00:00+00,210,315,112,3403,Vendor Construction 3,1016
1132,91400290,JULY 4TH EVENT PRODUCTION AGRMT (INC. DECK RENTAL),CLOSED,GS   (GEN SERV),,2015/05/22 00:00:00+00,28000,28000,139,1131,Vendor Construction 3,1016
3251,91500301,2015 JULY 4TH EVENT PRODUCTION AGREEMENT          ,CLOSED,GS   (GEN SERV),,2016/06/09 00:00:00+00,28000,28000,139,3250,Vendor Construction 3,1016
3960,91600314,4TH JULY EVENT PRODUCTION AGREEMENT               ,CLOSED,GS   (GEN SERV),,2017/06/06 00:00:00+00,5000,28000,139,3959,Vendor Construction 3,1016
944,91700390,"JULY 4, 2017 EVENT AGREEMENT                      ",CLOSED,GS   (GEN SERV),,2017/07/28 00:00:00+00,28000,28000,139,943,Vendor Construction 3,1016
3558,91800400,SUPPORT SERVICES FOR JULY 4 CELEBRATION           ,CLOSED,GS   (GEN SERV),,2018/08/14 00:00:00+00,28000,28000,139,3557,Vendor Construction 3,1016
2319,91900409,EVNT PROD AG WITH ADA FOR 4TH OF JULY             ,CLOSED,GS   (GEN SERV),,2019/08/02 00:00:00+00,28000,28000,139,2318,Vendor Construction 3,1016
4100,92000317,COMM OUTREACH & INFO FOR HAYWOOD STREETSCAPE      ,POSTED,GS   (GEN SERV),SERVICE,2021/08/20 00:00:00+00,10750,10750,139,4099,Vendor Construction 3,1016
3196,92000504,VIRTUAL INDEPENDENCE DAY CONCERT                  ,CLOSED,GS   (GEN SERV),,2020/08/11 00:00:00+00,13500,13500,139,3195,Vendor Construction 3,1016
3140,92000508,REIMBURSEMENT FOR FIREWORKS DISPLAY               ,CLOSED,GS   (GEN SERV),SERVICE,2020/08/11 00:00:00+00,11000,11000,139,3139,Vendor Construction 3,1016
2373,92200236,EVENT PRODUCTION AGREEMENT                        ,POSTED,GS   (GEN SERV),MULTI-YEAR,2021/11/01 00:00:00+00,5000,5000,139,2372,Vendor Construction 3,1016
3893,91000395,TEMPORARY EMPLOYEE TO HELP IN THE OFFICE          ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,16200,16200,147,3892,,
2668,91000619,RETAIN CURRENT TEMPORARY IT STAFF                 ,CLOSED,GS   (GEN SERV),,2011/10/20 00:00:00+00,47500,47500,147,2667,,
3564,91300126,TEMPORARY SERVICES - ACCOUNTING                   ,CLOSED,GS   (GEN SERV),,2013/05/16 00:00:00+00,25000,12492.86,147,3563,,
2295,91400242,CONTRACT/TEMP EMPLOYEES - IT - 2014               ,CLOSED,GS   (GEN SERV),,2016/05/13 00:00:00+00,35122.46,34685.2,147,2294,,
3811,91500098,FY15 ADECCO CONTRACTED IT EMPLOYEES               ,CLOSED,GS   (GEN SERV),,2016/06/23 00:00:00+00,95000,95000,147,3810,,
153,91000216,                                                  ,CLOSED,GS   (GEN SERV),,2010/01/28 00:00:00+00,1110,1110,148,152,,
888,91000507,AFTER SCHOOL SNACK PROGRAM                        ,CLOSED,GS   (GEN SERV),,2011/09/22 00:00:00+00,7102,37328,148,887,,
2761,91000561,AMERICORPS*VISTA MAY2010-MAY2011                  ,CLOSED,GS   (GEN SERV),,2010/12/20 00:00:00+00,250,3000,148,2760,,
2364,91100110,PORT-A-JON RENTAL FOR BC                          ,CLOSED,RNT  (EQUIP RENT),,2010/08/12 00:00:00+00,19154,20154,158,2363,,
2353,91100112,PORT-A-JON RENTAL FOR JULY 4TH                    ,CLOSED,RNT  (EQUIP RENT),,2010/07/07 00:00:00+00,1400.75,1400.75,158,2352,,
1817,91100216,RENTAL AND CLEANING OF PORT-O-LETS AT 6 LOCATIONS ,CLOSED,GS   (GEN SERV),,2011/12/07 00:00:00+00,8576,10339,158,1816,,
3636,91100848,RENT A JON FOR JULY 4TH                           ,CLOSED,RNT  (EQUIP RENT),,2011/12/07 00:00:00+00,741.86,741.86,158,3635,,
3090,91200032,BELE CHERE PORT A JON RENTAL                      ,CLOSED,RNT  (EQUIP RENT),,2011/07/06 00:00:00+00,20498,20498,158,3089,,
2348,91300030,JULY 4TH PORTA JON RENTAL                         ,CLOSED,RNT  (EQUIP RENT),,2012/07/02 00:00:00+00,1278.5,1278.5,158,2347,,
3888,91000598,ROLE PLAYING FOR PROMOTIONAL PROCESS              ,CLOSED,GENERAL,,2010/06/04 00:00:00+00,240,240,176,3887,,
3020,91200054,MAINTENANCE FOR ALL FIRE STATIONS                 ,CLOSED,GENERAL,,2011/07/13 00:00:00+00,10845.9,10845.9,178,3019,,
2175,91200166,CITY MAINT GARAGE                                 ,CLOSED,CON  (CONSTUCT/R),,2011/10/20 00:00:00+00,32583,32583,178,2174,,
1677,91300061,PLYMOVENT EXTENDED WARRANTY SERVICE PLAN          ,CLOSED,GENERAL,,2012/07/12 00:00:00+00,11062.82,11062.82,178,1676,,
934,91400025,PLYMOVENT EXTENDED WARRANTY SERVICE PLAN          ,CLOSED,PRO  (PRO SERVIC),,2013/07/01 00:00:00+00,11310,11310,178,933,,
3610,91500037,PLYMOVENT SERVICE                                 ,CLOSED,GS   (GEN SERV),,2015/05/18 00:00:00+00,11700,11700,178,3609,,
2880,91600037,PLYMOVENT SERVICE                                 ,CLOSED,GS   (GEN SERV),,2016/05/12 00:00:00+00,12064,12064,178,2879,,
1775,91700180,PLYMOVENT: M&R OF FIRE STATION EXHAUST REMOVAL    ,CLOSED,GS   (GEN SERV),,2019/10/15 00:00:00+00,12353.38,38568.31,178,1774,,
1965,91900419,AFD FIRE STATEION 12 - PLYMOVENT INSTALL          ,CLOSED,CON  (CONSTUCT/R),,2019/11/01 00:00:00+00,36933,36933,178,1964,,
4133,92000081,PLYMOVENT ANNUAL MAINTENANCE AND REPAIR           ,POSTED,GS   (GEN SERV),,2021/09/21 00:00:00+00,13104,40092,178,4132,,
3554,91200210,CONT SERVICE MAINT & REPAIR WALNUT COVE           ,CLOSED,GS   (GEN SERV),,2011/12/15 00:00:00+00,11781,11781,186,3553,,
335,91000342,VETINARY CARE FOR (4) APD K-9 DOGS                ,CLOSED,GENERAL,,2010/11/18 00:00:00+00,1800,8800,188,334,,
1640,91100637,VET SERVICES FOR APD K-9 DOGS                     ,CLOSED,GENERAL,,2013/07/31 00:00:00+00,4023.5,3913.87,188,1639,,
2615,91400051,VET SERVICES FOR APD K-9 DOGS                     ,CLOSED,GENERAL,,2014/08/22 00:00:00+00,8500,3507.87,188,2614,,
440,91100250,SECURITY/FIRE INSTALLATION AND MONITORING         ,CLOSED,GS   (GEN SERV),,2014/06/12 00:00:00+00,3400,4820,190,439,,
1650,91100333,ASHEVILLE SECURITY SYSTEMS SERVICE                ,CLOSED,GS   (GEN SERV),,2012/06/26 00:00:00+00,9480,18640,190,1649,,
318,91100568,WATER MAINTENANCE GATE & BUILDING SECURITY REPAIRS,CLOSED,GS   (GEN SERV),,2010/11/17 00:00:00+00,4000,4000,190,317,,
2854,91300091,MONTHLY MONITORING                                ,CLOSED,GS   (GEN SERV),,2014/05/20 00:00:00+00,775,9285,190,2853,,
3982,91400114,SPRINKLER MONITORING FY 14                        ,CLOSED,GS   (GEN SERV),,2015/06/17 00:00:00+00,9960,8440,190,3981,,
3843,91500032,CENTRAL STATION MONITORING FY                     ,CLOSED,GS   (GEN SERV),,2018/05/15 00:00:00+00,9060,27145,190,3842,,
1432,91800094,INTERCOM/DOOR RELEASE SYSTEM AT 200 BINGHAM ROAD  ,CLOSED,GS   (GEN SERV),,2018/05/24 00:00:00+00,6300,6300,190,1431,,
4024,91100433,INSTALL NEW FENCE AT 338 HILLIARD AVE. FACILITY   ,CLOSED,GS   (GEN SERV),,2010/09/17 00:00:00+00,7178,7178,193,4023,,
168,91100554,REMOVE AND REPAIR FENCE AT WNC NATURE CENTER      ,CLOSED,GS   (GEN SERV),,2010/11/10 00:00:00+00,10000,10000,193,167,,
954,91100633,FENCE REPLACEMENT AT BEAVERDAM PUMP STATION       ,CLOSED,GENERAL,,2010/12/16 00:00:00+00,3887.5,3887.5,193,953,,
937,91100654,REPAIR CHAIN LINK FENCE NEAR CIVIC CENTER         ,CLOSED,GS   (GEN SERV),,2012/06/28 00:00:00+00,3000,2760,193,936,,
2454,91100677,INSTALL FENCING @ RIVERSIDE CEMETERY              ,CLOSED,GS   (GEN SERV),,2011/01/26 00:00:00+00,4941.56,4941.56,193,2453,,
4030,91100763,FENCING REMOVAL AND INSTALLATION AT ASTON PARK    ,CLOSED,CON  (CONSTUCT/R),,2011/12/07 00:00:00+00,3500,3500,193,4029,,
807,91400175,SKYVIEW PLACE FENCE AND INSTALLATION              ,CLOSED,CON  (CONSTUCT/R),,2014/04/15 00:00:00+00,5500,3646.35,193,806,,
1765,91500299,FENCING ON NORTH SIDE OF CH                       ,CLOSED,CON  (CONSTUCT/R),,2016/05/18 00:00:00+00,2840.41,2840.41,193,1764,,
1227,91700275,FENCE & GATE FOR WTR MAINT 200 BINGHAM RD         ,CLOSED,CON  (CONSTUCT/R),,2017/05/10 00:00:00+00,6471.01,6471.01,193,1226,,
1910,91700407,FENCE PROJECT MLK BALLFIELD PARK                  ,CLOSED,GS   (GEN SERV),,2018/05/21 00:00:00+00,27644.09,27644.09,193,1909,,
4157,91800399,GATE AND OPERATOR MOVE AT 200 BINGHAM ROAD        ,CLOSED,CON  (CONSTUCT/R),,2019/06/28 00:00:00+00,6310,7583.86,193,4156,,
1310,91900090,CARRIER PARK - LAWN BOWLING FENCING               ,CLOSED,GS   (GEN SERV),,2019/01/31 00:00:00+00,13772.12,13284.27,193,1309,,
3550,92000190,REPLACE FENCING AT DOG PARKS & QUARDRAIL AT OAKLEY,CLOSED,GS   (GEN SERV),,2020/04/24 00:00:00+00,57661.89,55479.55,193,3549,,
960,92000306,CRAYTON RD GATE INSTALLATION CLOSE                ,CLOSED,GS   (GEN SERV),,2021/06/08 00:00:00+00,10729.84,10432.63,193,959,,
1294,92000487,INSTALL GUARDRAIL AT AZALEA PARK                  ,CLOSED,CON  (CONSTUCT/R),,2020/10/01 00:00:00+00,23628.38,22082.6,193,1293,,
2684,92100221,REED CREEK GREENWAY FENCING                       ,CLOSED,CON  (CONSTUCT/R),,2021/02/05 00:00:00+00,2009.41,1953.19,193,2683,,
382,92100235,WALTON STREET PARK GUARDRAILL INSTALLATION        ,CLOSED,CON  (CONSTUCT/R),,2021/04/01 00:00:00+00,6697.26,6412.26,193,381,,
2685,92100379,CARRIER PARK VELODROME FENCING REPLACEMENT        ,POSTED,GS   (GEN SERV),,2021/11/09 00:00:00+00,46044.42,52648.42,193,2684,,
3388,91100184,AUTO BODY SHOP REPAIR                             ,CLOSED,GS   (GEN SERV),,2010/07/16 00:00:00+00,0,0,234,3387,,
704,91100246,AUTO BODY CONTRACT                                ,CLOSED,GENERAL,,2013/10/11 00:00:00+00,60000,10111.29,234,703,,
2860,91100776,VIBRATING TRENCH ROLLER FOR COMPACT REQS & SAFETY ,CLOSED,RNT  (EQUIP RENT),,2015/06/25 00:00:00+00,12000,32286.21,238,2859,,
3092,91300257,VIBRATING TRENCH ROLLER FOR COMPACT REQS & SAFETY ,CLOSED,RNT  (EQUIP RENT),,2015/06/25 00:00:00+00,13764,29822,238,3091,,
3826,92100077,EMERGENCY GENERATOR RENTAL                        ,CLOSED,GS   (GEN SERV),,2021/02/24 00:00:00+00,9642.83,9052.4,238,3825,,
116,92200005,MASTER CONTRACT RENTAL EQUIPMENT                  ,POSTED,RNT  (EQUIP RENT),,2021/08/20 00:00:00+00,85000,85000,238,115,,
827,91100548,RADIO DISPATCHERS                                 ,CLOSED,GENERAL,,2012/02/21 00:00:00+00,89557.08,316299,291,826,,
3861,91100535,APPRAISAL OF WC REID CTR 133 LIVINGSTON STREET    ,CLOSED,PRO  (PRO SERVIC),,2010/11/02 00:00:00+00,3000,3000,340,3860,,
375,91600161,APPRAISAL SERVICES FOR 224 LOUISIANA AVE          ,CLOSED,GS   (GEN SERV),,2016/06/09 00:00:00+00,5500,5500,340,374,,
2262,91100048,STAFF BEVERAGE TRAILER                            ,CLOSED,GS   (GEN SERV),,2010/07/01 00:00:00+00,1000,1000,347,2261,,
1333,91100052,STAFFING BEVERAGE TRAILER                         ,CLOSED,GS   (GEN SERV),,2010/07/01 00:00:00+00,1000,1000,357,1332,,
4242,91000589,PROVIDE RECORDING/MINUTE PREP FOR DOWTOWN COMMISSI,CLOSED,GS   (GEN SERV),,2012/09/05 00:00:00+00,4160,4160,383,4241,,
1171,91000592,TO CONVERNT H T E PO TO MUNIS CONTRACT            ,CLOSED,GS   (GEN SERV),,2012/09/05 00:00:00+00,4095,4095,383,1170,,
3129,91000296,WESTON RD WATER SYSTEM IMPROVEMENTS               ,CLOSED,CON  (CONSTUCT/R),,2013/08/14 00:00:00+00,1381725.57,1381725.57,397,3128,,
152,91000299,TOWN MOUNTAIN TANK & PUMP ST BOND PROJECT         ,CLOSED,CON  (CONSTUCT/R),,2011/03/10 00:00:00+00,312802.5,348611.16,397,151,,
1477,91000300,BEAUCATCHER & WHITE FAWN REV BOND PROJECT         ,CLOSED,CON  (CONSTUCT/R),,2013/08/14 00:00:00+00,353180.3,353180.3,397,1476,,
2753,91000248,PARTNERSHIP W/ BUNCOMBE COUNTY TO SUPPORT CJIS/CDE,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,748950.51,748950.51,416,2752,,
1607,91100325,CRIMESTOPPERS INTERLOCAL AGREEMENT WITH B.C.      ,CLOSED,GS   (GEN SERV),,2011/11/16 00:00:00+00,40796,55796,416,1606,,
3416,91100527,BC-POLICE CJIS/CDE INTERLOCAL AGREEMENT           ,CLOSED,GS   (GEN SERV),,2011/11/16 00:00:00+00,567762.05,643419.3,416,3415,,
2312,91100528,BC- IDENTIFICATION BUREAU; INTERLOCAL AGREEMENT   ,CLOSED,GS   (GEN SERV),,2011/08/31 00:00:00+00,359374,347194,416,2311,,
113,91200047,CRIMESTOPPERS FY'2012-INTERLOCAL AGREEMENT        ,CLOSED,GS   (GEN SERV),,2013/01/29 00:00:00+00,39902,38631.55,416,112,,
2700,91200048,POLICE CJIS\CDE FY' 2012-INTERLOCAL AGREEMENT     ,CLOSED,GS   (GEN SERV),,2012/09/05 00:00:00+00,828228,728228,416,2699,,
3132,91200049,POLICE- IDENTIFICATION BUREAU FY'2012- INTERLOCAL ,CLOSED,GS   (GEN SERV),,2013/01/29 00:00:00+00,387056,385411.54,416,3131,,
3581,91300048,CRIMESTOPPER FY 2012-13 CONTINUATION OF AGREEMENT ,CLOSED,GS   (GEN SERV),,2014/05/21 00:00:00+00,40501,40501,416,3580,,
3903,91300049,CJIS\ODE FY 2012-13 AGREEMENT CONTINUATION        ,CLOSED,GS   (GEN SERV),,2014/05/21 00:00:00+00,875939,725939,416,3902,,
3336,91300050,POLICE ID BUREAU- FY 2012-13 AGREMENT CONTINUATION,CLOSED,GS   (GEN SERV),,2013/08/07 00:00:00+00,377605,377605,416,3335,,
209,91300186,RADIO DISPATCHERS PER ADD. 2 TO INTERGOV'T AGRMT  ,CLOSED,GENERAL,,2012/11/28 00:00:00+00,168195,168195,416,208,,
4118,91400026,RADIO DISPATCHERS PER ADD. 2 TO INTERGOVT AGMT    ,CLOSED,GS   (GEN SERV),,2015/05/18 00:00:00+00,178644,178644,416,4117,,
2659,91400056,CONTINUATION OF SERVICES FOR FY 2013-14           ,CLOSED,GS   (GEN SERV),,2015/06/02 00:00:00+00,41576,41576,416,2658,,
223,91400057,CONTINUATION OF SERVICES FOR FY 2013-14           ,CLOSED,GS   (GEN SERV),,2015/06/02 00:00:00+00,903245,903245,416,222,,
1419,91400058,CONTINUATION OF SERVICES FOR FY 2013-14           ,CLOSED,GS   (GEN SERV),,2013/07/18 00:00:00+00,392327,392327,416,1418,,
2635,91500061,CJIS- CONTINUATION OF SERVICES FOR FY 2014-2015-  ,CLOSED,GENERAL,,2016/06/13 00:00:00+00,1227339,797876,416,2634,,
2061,91500062,CRIMESTOPPERS- CONTINUATION OF SERVICES FY 2014-15,CLOSED,GENERAL,,2016/06/15 00:00:00+00,41359,41359,416,2060,,
138,91500063,POLICE ID BUREAU- CONT SERVICES FOR FY 2014-15    ,CLOSED,GENERAL,,2016/06/15 00:00:00+00,424188,424188,416,137,,
1487,91500064,RADIO DISPATCHERS PER ADD. 2 TO INTERGOVT AGRMT   ,CLOSED,GENERAL,,2016/05/13 00:00:00+00,180963,175437.48,416,1486,,
3655,91500225,LINAMAR PHASE I INCENTIVE AGRMNT MULTI-YR - CLOSE ,CLOSED,LS   (LEASE SVCS),,2017/06/07 00:00:00+00,382000,1019000,416,3654,,
608,91600041,RADIO DISPATCHERS PER ADD. 2 TO INTERGOVT AGRMT   ,CLOSED,GS   (GEN SERV),,2016/10/25 00:00:00+00,187241,187735.16,416,607,,
3600,91600046,CJIS\CDE-CONTINUATION OF SERVICES FY 2015-16      ,CLOSED,GS   (GEN SERV),,2016/10/24 00:00:00+00,972284,830166.46,416,3599,,
2832,91600047,CRIME STOPPER- CONTINUATION OF SERVICES FY 2015-16,CLOSED,GS   (GEN SERV),,2016/10/25 00:00:00+00,37584,36747.5,416,2831,,
307,91600048,POLICE ID BUREAU- CONTINUATION OF SERV FY 2015-16 ,CLOSED,GS   (GEN SERV),,2016/08/12 00:00:00+00,389317,389317,416,306,,
